file_names,original_script,fluency,spoken_text,remarks
8ff6fcf9-4ad8-92db-fdb4-35bef0bf9469_0,树枝上有一个鸟窝,4,,
8ff6fcf9-4ad8-92db-fdb4-35bef0bf9469_1,鸟儿们住在鸟窝里,3,鸟儿们 树 住在鸟窝里,
8ff6fcf9-4ad8-92db-fdb4-35bef0bf9469_10,我今年七岁,4,,
8ff6fcf9-4ad8-92db-fdb4-35bef0bf9469_11,我是阳光小学一年级的学生,4,,
8ff6fcf9-4ad8-92db-fdb4-35bef0bf9469_12,学校就在我家不远的地方,3,学 学校 九 就在我家不远的地方,
8ff6fcf9-4ad8-92db-fdb4-35bef0bf9469_13,学校又大又美丽,3,学校有大有美丽,
8ff6fcf9-4ad8-92db-fdb4-35bef0bf9469_14,学校也很干净,4,,
8ff6fcf9-4ad8-92db-fdb4-35bef0bf9469_15,我爱我的学校,4,,
8ff6fcf9-4ad8-92db-fdb4-35bef0bf9469_16,文云是我的朋友,4,,
8ff6fcf9-4ad8-92db-fdb4-35bef0bf9469_17,有一次 她伤心地哭了,4,,
8ff6fcf9-4ad8-92db-fdb4-35bef0bf9469_18,因为她丢了钱包,4,,
8ff6fcf9-4ad8-92db-fdb4-35bef0bf9469_19,我很同情她,4,,
8ff6fcf9-4ad8-92db-fdb4-35bef0bf9469_2,一片绿叶浮在水中间,3,一片 录 叶 付 在水中间,
8ff6fcf9-4ad8-92db-fdb4-35bef0bf9469_20,我约她去食堂,3,我月 月 她去食堂,
8ff6fcf9-4ad8-92db-fdb4-35bef0bf9469_21,我买了一碗粥给她吃,3,我买了她 一碗粥给她吃,
8ff6fcf9-4ad8-92db-fdb4-35bef0bf9469_22,我还买了一包牛奶给文云,3,我还买 妈 买了一包牛奶给文云,
8ff6fcf9-4ad8-92db-fdb4-35bef0bf9469_23,文云抱了我一下 跟我说 谢谢你,3,文云 宝了 抱了我一下 跟我说 谢谢你,
8ff6fcf9-4ad8-92db-fdb4-35bef0bf9469_24,看到朋友开心起来 我很快乐,3,看到朋友开心起来 我们很快乐,
8ff6fcf9-4ad8-92db-fdb4-35bef0bf9469_25,爸爸妈妈说 当朋友有需要 你应该关心他们,3,爸爸妈妈说 荡朋 当朋友有需套 你应该关心他们,
8ff6fcf9-4ad8-92db-fdb4-35bef0bf9469_26,可以帮助到别人 我很骄傲,3,可以帮助到被人 我很骄傲,
8ff6fcf9-4ad8-92db-fdb4-35bef0bf9469_3,一只青蛙蹲坐在叶子上,3,一只青蛙顿 坐在叶子上,
8ff6fcf9-4ad8-92db-fdb4-35bef0bf9469_4,公园里 水池边,4,,
8ff6fcf9-4ad8-92db-fdb4-35bef0bf9469_5,一 二 三 四,4,,
8ff6fcf9-4ad8-92db-fdb4-35bef0bf9469_6,妹妹 哥哥 弟弟三个人 和一只小鸭子,3,妹妹 哥哥 弟弟三个人 和一起 鸟 鸭子,
8ff6fcf9-4ad8-92db-fdb4-35bef0bf9469_7,他们都在大声唱歌,4,,
8ff6fcf9-4ad8-92db-fdb4-35bef0bf9469_8,小鸭子游泳 也呱呱叫,3,小鸭子 又 用 也呱呱叫,
8ff6fcf9-4ad8-92db-fdb4-35bef0bf9469_9,我的名字是张四光,3,我的名字是张西光,
9c36739d-0926-af94-4879-cb8335b18060_0,树枝上有一个鸟窝,1,,Too noisy
9c36739d-0926-af94-4879-cb8335b18060_1,鸟儿们住在鸟窝里,2,,Too noisy
9c36739d-0926-af94-4879-cb8335b18060_10,我今年七岁,3,,Too noisy
9c36739d-0926-af94-4879-cb8335b18060_11,我是阳光小学一年级的学生,3,,Too noisy
9c36739d-0926-af94-4879-cb8335b18060_12,学校就在我家不远的地方,4,,
9c36739d-0926-af94-4879-cb8335b18060_13,学校又大又美丽,3,学校都大又美丽,
9c36739d-0926-af94-4879-cb8335b18060_14,学校也很干净,4,,
9c36739d-0926-af94-4879-cb8335b18060_15,我爱我的学校,4,,
9c36739d-0926-af94-4879-cb8335b18060_16,文云是我的朋友,4,,
9c36739d-0926-af94-4879-cb8335b18060_17,有一次 她伤心地哭了,3,,
9c36739d-0926-af94-4879-cb8335b18060_18,因为她丢了钱包,3,因为她督了钱包,
9c36739d-0926-af94-4879-cb8335b18060_19,我很同情她,1,,Too noisy
9c36739d-0926-af94-4879-cb8335b18060_2,一片绿叶浮在水中间,3,,Too noisy
9c36739d-0926-af94-4879-cb8335b18060_20,我约她去食堂,3,,
9c36739d-0926-af94-4879-cb8335b18060_21,我买了一碗粥给她吃,3,,
9c36739d-0926-af94-4879-cb8335b18060_22,我还买了一包牛奶给文云,2,我还没了一包牛奶 戈伟 伟,
9c36739d-0926-af94-4879-cb8335b18060_23,文云抱了我一下 跟我说 谢谢你,3,文云包了我一下 跟我说 谢谢你,
9c36739d-0926-af94-4879-cb8335b18060_24,看到朋友开心起来 我很快乐,4,,
9c36739d-0926-af94-4879-cb8335b18060_3,一只青蛙蹲坐在叶子上,2,,Too noisy
9c36739d-0926-af94-4879-cb8335b18060_4,公园里 水池边,2,,Too noisy
9c36739d-0926-af94-4879-cb8335b18060_5,一 二 三 四,4,,
9c36739d-0926-af94-4879-cb8335b18060_6,妹妹 哥哥 弟弟三个人 和一只小鸭子,3,,
9c36739d-0926-af94-4879-cb8335b18060_7,他们都在大声唱歌,3,,
9c36739d-0926-af94-4879-cb8335b18060_8,小鸭子游泳 也呱呱叫,3,,
9c36739d-0926-af94-4879-cb8335b18060_9,我的名字是张四光,3,,
9c713e92-75d6-9a43-afa8-86a5b7ef5c71_0,树枝上有一个鸟窝,3,,Too noisy
9c713e92-75d6-9a43-afa8-86a5b7ef5c71_1,鸟儿们住在鸟窝里,3,,Too noisy
9c713e92-75d6-9a43-afa8-86a5b7ef5c71_10,我今年七岁,3,我今年十岁,
9c713e92-75d6-9a43-afa8-86a5b7ef5c71_11,我是阳光小学一年级的学生,3,,
9c713e92-75d6-9a43-afa8-86a5b7ef5c71_12,学校就在我家不远的地方,3,学校就在我家不但 的地方,
9c713e92-75d6-9a43-afa8-86a5b7ef5c71_13,学校又大又美丽,3,学校又大又美,
9c713e92-75d6-9a43-afa8-86a5b7ef5c71_14,学校也很干净,3,小学也横 干净,
9c713e92-75d6-9a43-afa8-86a5b7ef5c71_15,我爱我的学校,4,,
9c713e92-75d6-9a43-afa8-86a5b7ef5c71_16,文云是我的朋友,3,文晕 在 是我的朋友,
9c713e92-75d6-9a43-afa8-86a5b7ef5c71_17,有一次 她伤心地哭了,3,有一次 她 在 心地哭了,
9c713e92-75d6-9a43-afa8-86a5b7ef5c71_18,因为她丢了钱包,2,银伟 她 都 逗 了 琴包,
9c713e92-75d6-9a43-afa8-86a5b7ef5c71_19,我很同情她,3,我痕 同情她,
9c713e92-75d6-9a43-afa8-86a5b7ef5c71_2,一片绿叶浮在水中间,3,,Too noisy
9c713e92-75d6-9a43-afa8-86a5b7ef5c71_20,我约她去食堂,3,我要 约她去食堂,
9c713e92-75d6-9a43-afa8-86a5b7ef5c71_21,我买了一碗粥给她吃,3,我没 了一碗粥 各她吃,
9c713e92-75d6-9a43-afa8-86a5b7ef5c71_22,我还买了一包牛奶给文云,3,我还 没了一包牛奶给 问晕,
9c713e92-75d6-9a43-afa8-86a5b7ef5c71_23,文云抱了我一下 跟我说 谢谢你,3,问晕 问晕 抱了我一下 跟我说 谢谢你,
9c713e92-75d6-9a43-afa8-86a5b7ef5c71_24,看到朋友开心起来 我很快乐,3,,
9c713e92-75d6-9a43-afa8-86a5b7ef5c71_25,爸爸妈妈说 当朋友有需要 你应该关心他们,2,爸爸妈妈说 当朋友有 小要 你 英 关小他们,
9c713e92-75d6-9a43-afa8-86a5b7ef5c71_26,可以帮助到别人 我很骄傲,3,以帮据到别人 我痕骄傲,
9c713e92-75d6-9a43-afa8-86a5b7ef5c71_3,一只青蛙蹲坐在叶子上,3,一只青蛙蹲坐在 椅 也 子上,
9c713e92-75d6-9a43-afa8-86a5b7ef5c71_4,公园里 水池边,3,公园里 水吃边,
9c713e92-75d6-9a43-afa8-86a5b7ef5c71_5,一 二 三 四,3,易 二 三 四,
9c713e92-75d6-9a43-afa8-86a5b7ef5c71_6,妹妹 哥哥 弟弟三个人 和一只小鸭子,4,,
9c713e92-75d6-9a43-afa8-86a5b7ef5c71_7,他们都在大声唱歌,4,,
9c713e92-75d6-9a43-afa8-86a5b7ef5c71_8,小鸭子游泳 也呱呱叫,3,小鸭子 又有 游泳 也呱呱叫,
9c713e92-75d6-9a43-afa8-86a5b7ef5c71_9,我的名字是张四光,4,,
9d6d07c3-0af9-af4b-ceaa-be972b4e16d1_0,树枝上有一个鸟窝,3,树枝上有一个鸟屋 ,
9d6d07c3-0af9-af4b-ceaa-be972b4e16d1_1,鸟儿们住在鸟窝里,4,,
9d6d07c3-0af9-af4b-ceaa-be972b4e16d1_10,我今年七岁,4,,
9d6d07c3-0af9-af4b-ceaa-be972b4e16d1_11,我是阳光小学一年级的学生,4,,
9d6d07c3-0af9-af4b-ceaa-be972b4e16d1_12,学校就在我家不远的地方,3,,
9d6d07c3-0af9-af4b-ceaa-be972b4e16d1_13,学校又大又美丽,4,,
9d6d07c3-0af9-af4b-ceaa-be972b4e16d1_14,学校也很干净,4,,
9d6d07c3-0af9-af4b-ceaa-be972b4e16d1_15,我爱我的学校,4,,
9d6d07c3-0af9-af4b-ceaa-be972b4e16d1_16,文云是我的朋友,3,伟 文云是我的朋友,
9d6d07c3-0af9-af4b-ceaa-be972b4e16d1_17,有一次 她伤心地哭了,4,,
9d6d07c3-0af9-af4b-ceaa-be972b4e16d1_18,因为她丢了钱包,4,,
9d6d07c3-0af9-af4b-ceaa-be972b4e16d1_19,我很同情她,3,我很同硬她,
9d6d07c3-0af9-af4b-ceaa-be972b4e16d1_2,一片绿叶浮在水中间,4,,
9d6d07c3-0af9-af4b-ceaa-be972b4e16d1_20,我约她去食堂,4,,
9d6d07c3-0af9-af4b-ceaa-be972b4e16d1_21,我买了一碗粥给她吃,4,,
9d6d07c3-0af9-af4b-ceaa-be972b4e16d1_22,我还买了一包牛奶给文云,4,,
9d6d07c3-0af9-af4b-ceaa-be972b4e16d1_23,文云抱了我一下 跟我说 谢谢你,4,,
9d6d07c3-0af9-af4b-ceaa-be972b4e16d1_24,看到朋友开心起来 我很快乐,4,,
9d6d07c3-0af9-af4b-ceaa-be972b4e16d1_25,爸爸妈妈说 当朋友有需要 你应该关心他们,3,爸爸妈妈说 当朋友 需要 你应该关心他们,
9d6d07c3-0af9-af4b-ceaa-be972b4e16d1_26,可以帮助到别人 我很骄傲,4,,
9d6d07c3-0af9-af4b-ceaa-be972b4e16d1_3,一只青蛙蹲坐在叶子上,3,一只青蛙蹲坐在 椰 叶子上,
9d6d07c3-0af9-af4b-ceaa-be972b4e16d1_4,公园里 水池边,3,公园里 水池边 边,
9d6d07c3-0af9-af4b-ceaa-be972b4e16d1_5,一 二 三 四,4,,
9d6d07c3-0af9-af4b-ceaa-be972b4e16d1_6,妹妹 哥哥 弟弟三个人 和一只小鸭子,4,,
9d6d07c3-0af9-af4b-ceaa-be972b4e16d1_7,他们都在大声唱歌,4,,
9d6d07c3-0af9-af4b-ceaa-be972b4e16d1_8,小鸭子游泳 也呱呱叫,4,,
9d6d07c3-0af9-af4b-ceaa-be972b4e16d1_9,我的名字是张四光,4,,
9dcc5ab4-b3cc-e96d-d87f-ce5351d89740_0,树枝上有一个鸟窝,3,树上有一只鸟,
9dcc5ab4-b3cc-e96d-d87f-ce5351d89740_1,鸟儿们住在鸟窝里,3,鸟儿们住在鸟 里,
9dcc5ab4-b3cc-e96d-d87f-ce5351d89740_10,我今年七岁,4,,
9dcc5ab4-b3cc-e96d-d87f-ce5351d89740_11,我是阳光小学一年级的学生,3,我是阳光小月 小学一年经 的学生,
9dcc5ab4-b3cc-e96d-d87f-ce5351d89740_12,学校就在我家不远的地方,3,学校却 在我家不 院 院 园的地方,
9dcc5ab4-b3cc-e96d-d87f-ce5351d89740_13,学校又大又美丽,2,学校有大有妹丽,
9dcc5ab4-b3cc-e96d-d87f-ce5351d89740_14,学校也很干净,3,学校有很干经,
9dcc5ab4-b3cc-e96d-d87f-ce5351d89740_15,我爱我的学校,4,,
9dcc5ab4-b3cc-e96d-d87f-ce5351d89740_16,文云是我的朋友,4,,
9dcc5ab4-b3cc-e96d-d87f-ce5351d89740_17,有一次 她伤心地哭了,3,有一 一次 她上心地哭了,
9dcc5ab4-b3cc-e96d-d87f-ce5351d89740_18,因为她丢了钱包,3,,
9dcc5ab4-b3cc-e96d-d87f-ce5351d89740_19,我很同情她,3,,
9dcc5ab4-b3cc-e96d-d87f-ce5351d89740_2,一片绿叶浮在水中间,3,一 叶 浮在水中间,
9dcc5ab4-b3cc-e96d-d87f-ce5351d89740_20,我约她去食堂,3,我约她去吃它,
9dcc5ab4-b3cc-e96d-d87f-ce5351d89740_21,我买了一碗粥给她吃,3,我妹了一碗粥给她吃,
9dcc5ab4-b3cc-e96d-d87f-ce5351d89740_22,我还买了一包牛奶给文云,3,我还买了一包 牛 牛奶给文云 云,
9dcc5ab4-b3cc-e96d-d87f-ce5351d89740_23,文云抱了我一下 跟我说 谢谢你,3,文云包了我一下 下 跟我说 谢谢你,
9dcc5ab4-b3cc-e96d-d87f-ce5351d89740_24,看到朋友开心起来 我很快乐,3,看到朋友开心起来 我很快乐 快乐,
9dcc5ab4-b3cc-e96d-d87f-ce5351d89740_25,爸爸妈妈说 当朋友有需要 你应该关心他们,2,爸爸妈妈说 当朋友有新要 需要 有需要 你应该关心他们,
9dcc5ab4-b3cc-e96d-d87f-ce5351d89740_26,可以帮助到别人 我很骄傲,3,可以帮助 帮助到别人 别人  我很骄傲,
9dcc5ab4-b3cc-e96d-d87f-ce5351d89740_3,一只青蛙蹲坐在叶子上,3,一蛙 蹲坐在叶子上,
9dcc5ab4-b3cc-e96d-d87f-ce5351d89740_4,公园里 水池边,3,公园里 水吃边,
9dcc5ab4-b3cc-e96d-d87f-ce5351d89740_5,一 二 三 四,4,,
9dcc5ab4-b3cc-e96d-d87f-ce5351d89740_6,妹妹 哥哥 弟弟三个人 和一只小鸭子,3,妹妹 哥哥 弟弟三个人 和一只鸟 鸭子,
9dcc5ab4-b3cc-e96d-d87f-ce5351d89740_7,他们都在大声唱歌,3,,
9dcc5ab4-b3cc-e96d-d87f-ce5351d89740_8,小鸭子游泳 也呱呱叫,3,小鸭子有 游泳 也呱呱叫,
9dcc5ab4-b3cc-e96d-d87f-ce5351d89740_9,我的名字是张四光,3,我的毛 帽 字是张四光,
